FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Edward,Nketiah,FWD,ARS,5000000,1,1,0.0344827586206897,6.89655172413793E-09,2E-07,0,3073,0,0,0,0,0,0,0,0.2,90,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,3717,0,0,0,0,7,123,0,0,5,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,2.3
Georges-Kevin,Nkoudou,MID,BUR,5400000,0,5,0.172413793103448,3.19284802043423E-08,9.25925925925926E-07,0,2276,0,0,0,0,0,0,0,0.9,60,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0,2031,0,0,0,0,49,22,0,0,12,West Ham,West Brom,Watford,Leicester,Stoke,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Lukas,Nmecha,FWD,MCI,4500000,0,0,0,0,0,0,2044,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4609,0,0,0,0,0,660,0,0,0,Stoke,Everton,Man Utd,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,5300000,1,58,2.9,5.47169811320755E-07,1.09433962264151E-05,0,23298,4,31,0,0,0,3,0,10.9,787,-2,0,58,2,0.4,0,2,5,0,4,0,0,0.3,21195,0,0,0,0,1590,185,0,0,304,Burnley,Southampton,Chelsea,Stoke,Arsenal,2.9,0,2.7,1.7,2.9,1.6,1.9,1.9,3.7,65.5
,Nolito,MID,MCI,7000000,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,Stoke,Everton,Man Utd,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,29891,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0.9,15320,0,0,0,0,0,74,0,0,0,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,BHA,4500000,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0
Allan-Romeo,Nyom,DEF,WBA,4800000,0,49,1.68965517241379,3.52011494252874E-07,1.02083333333333E-05,0,182996,4,27,0,0,0,0,0,10.2,404,-2,0,49,2,0,0,0,6,0,4,0,1,1.1,175990,0,0,0,0,1496,21,0,0,273,Leicester,Bournemouth,Burnley,Swansea,Man Utd,1.3,0.8,1.5,1.4,0.8,1.5,0.8,1.4,1.5,53.6
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2072,0,0,0,0,0,11,0,0,0,Bournemouth,Chelsea,Stoke,Man City,Brighton,0,0,0,0,0,0,0,0,0,0
Michael,Obafemi,FWD,SOU,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,28940,0,0,0,0,0,0,0,0.2,2324,0,0,1,0,0,0,0,0,0,0,0,0,0.7,69340,0,0,0,0,8,2851,0,0,-1,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0.3
Pedro,Obiang,MID,WHU,4300000,0,53,2.6,6.04651162790698E-07,1.23255813953488E-05,0,231072,3,29,0,0,0,2,0,12.3,1662,-2,0,53,2,0,0,0,6,0,5,0,0,0.9,226092,0,0,0,1,1558,30,0,0,267,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,1.3,1.6,1.6,3.2,60
Angelo,Ogbonna,DEF,WHU,4400000,0,52,2.3,5.22727272727273E-07,1.18181818181818E-05,0,280704,3,46,0,0,0,1,0,11.8,23634,-1,0,52,1,0.5,0,2,4,0,4,0,0,4.1,462783,0,0,0,1,2070,179,0,0,368,Burnley,Southampton,Chelsea,Stoke,Arsenal,2.4,0,2.3,1.6,2.6,1.5,1.9,1.3,2,68.6
Stefano,Okaka,FWD,WAT,5300000,1,20,0.689655172413793,1.30123617436565E-07,3.77358490566038E-06,0,64692,0,5,0,0,0,1,0,3.8,196,-2,0,20,2,0.3,0,1.7,1,0,1,0,1,0.3,49870,0,0,0,0,301,177,0,0,57,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.5
Shinji,Okazaki,FWD,LEI,5300000,0,69,3,5.66037735849057E-07,1.30188679245283E-05,0,775837,2,15,0,0,0,6,0,13,4892,-2,0,69,2,0,0,0,7,0,5,0,2,3.2,781325,0,0,0,1,1122,382,0,0,249,West Brom,Brighton,Newcastle,Burnley,Southampton,2.5,0,2.4,3.3,2.4,3.3,2.6,3.5,2,98.2
Martin,Olsson,DEF,SWA,5000000,2,70,2.6,5.2E-07,1.4E-05,0,26312,4,38,0,0,0,0,0,14,178,0,0,70,0,0.1,0,0.7,0,0,8,0,1,0.3,21754,0,0,0,0,2394,186,0,0,350,Huddersfield,Man Utd,West Brom,Everton,Man City,1.8,0,1.6,1.8,2.4,1.7,2.8,1.8,3,55.8
Aiden,O'Neill,MID,BUR,4500000,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,17,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0
Divock,Origi,FWD,LIV,7400000,0,1,1,1.35135135135135E-07,1.35135135135135E-07,0,21969,0,1,0,0,0,0,0,0.1,16,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1155,0,0,0,0,9,0,0,0,3,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0
,Oriol Romeu,MID,SOU,4300000,3,55,2,4.65116279069767E-07,1.27906976744186E-05,0,272473,8,38,0,0,0,1,0,12.8,1571,-2,0,55,2,0.5,0,2,0,0,6,0,0,2.2,160808,0,0,0,0,2267,1457,0,0,382,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.4,0,1.3,1,1.3,1.2,1.5,1.5,1,92.9
David,Ospina,GLK,ARS,4800000,0,1,0.0344827586206897,7.18390804597701E-09,2.08333333333333E-07,0,8830,0,0,0,1,0,0,0,0.2,64,-2,0,1,2,0,0,0,0,0,0,0,0,0.2,2169,0,0,0,0,20,43,0,0,6,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0.5
Nicolas,Otamendi,DEF,MCI,6400000,6,134,4.8,7.5E-07,2.09375E-05,0,1380031,8,20,0,0,0,4,0,20.9,9224,9,0,134,-9,0.7,0,4.3,16,0,13,0,0,28.5,2569915,1,0,0,4,2490,26062,0,0,631,Stoke,Everton,Man Utd,Tottenham,Swansea,5.9,0,4.2,6.2,5.1,5.9,5.8,6.6,6,118.9
Reece,Oxford,DEF,WHU,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,10,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,2,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0.3
Mesut,Ozil,MID,ARS,9300000,2,99,4.1,4.40860215053763E-07,1.06451612903226E-05,0,334323,4,36,0,0,0,4,0,10.6,3143,-2,0,99,2,0.2,0,2,10,0,6,0,7,2.2,291163,0,0,0,2,1981,1848,0,0,453,Watford,Stoke,Southampton,Newcastle,West Ham,4.8,0,5,4.7,3.5,5.4,2,4.9,3.2,225.3
Alex,Palmer,GLK,WBA,4000000,0,0,0,0,0,0,5334,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0.1,12532,0,0,0,0,0,74,0,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0
Kasey,Palmer,MID,CHE,5300000,0,4,1,1.88679245283019E-07,7.54716981132075E-07,0,4745,2,2,0,0,0,0,0,0.8,5,-2,0,4,2,0,0,0,0,0,1,0,0,0,1097,0,0,0,0,168,0,0,0,9,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,0,0,0,0,0,0,0,0,0,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0,0,0,0,5233,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,292,0,0,0,0,0,0,0,0,0,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,0
Jack,Payne,MID,HUD,4500000,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,7700000,2,72,2.48275862068966,3.2243618450515E-07,9.35064935064935E-06,0,318022,1,11,0,0,0,4,0,9.4,623,-3,0,72,3,0.3,0,2,2,0,8,0,2,1,209713,0,0,0,1,1302,328,0,0,239,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,2.2,0,1.9,2.5,1.8,2.7,1.7,1.7,1.8,113.5
Matthew,Pennington,DEF,EVE,4000000,0,0,0,0,0,0,5055,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1461,0,0,0,0,0,7,0,0,0,Brighton,Stoke,Man City,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0
Andreas,Pereira,MID,MUN,4900000,0,0,0,0,0,0,3935,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,Liverpool,Swansea,Man City,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0
Roberto,Pereyra,MID,WAT,5800000,3,45,1.55172413793103,2.67538644470868E-07,7.75862068965517E-06,0,13236,2,20,0,0,0,2,0,7.8,164,-2,0,45,2,0.3,0,1.7,0,0,1,0,2,0.1,5957,0,0,0,0,985,221,0,0,170,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.8,0.8,1.1,1,0.8,1,0.8,1.1,0.8,69.8
Ayoze,Perez,FWD,NEW,5200000,1,67,2.5,4.80769230769231E-07,1.28846153846154E-05,0,172389,2,21,0,0,0,2,0,12.9,2350,-3,0,67,3,0.4,0,2.3,5,0,5,0,4,1.1,156027,1,0,0,1,1701,1274,0,0,206,Southampton,Huddersfield,Leicester,Arsenal,Everton,2.4,0,2.9,2.1,2.5,1.9,2.8,2,1.8,106
Lucas,Perez,FWD,ARS,7400000,0,0,0,0,0,0,9066,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,523,0,0,0,0,0,1,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0
Matt,Phillips,MID,WBA,5400000,2,57,2.6,4.81481481481482E-07,1.05555555555556E-05,0,179790,2,24,0,0,0,1,0,10.6,168,-6,0,57,6,0.4,0,2,0,0,7,0,3,0.5,72835,0,0,0,0,1524,262,0,0,204,Leicester,Bournemouth,Burnley,Swansea,Man Utd,2.5,1.8,2.4,2.6,1.3,1.9,1.8,2.1,1.5,89
Jordan,Pickford,GLK,EVE,4900000,3,104,3.6,7.3469387755102E-07,2.12244897959184E-05,0,462269,0,49,0,96,0,0,0,21.2,4394,-1,0,104,1,0.6,0,3,12,0,6,0,0,7.9,356387,0,0,1,2,2610,4707,0,0,552,Brighton,Stoke,Man City,Liverpool,Swansea,4.9,3.5,3.8,4.5,2.8,4,2.8,4.4,3.5,74.6
Jeremy,Pied,DEF,SOU,4200000,0,7,0.241379310344828,5.74712643678161E-08,1.66666666666667E-06,0,6262,0,3,0,0,0,0,0,1.7,36,-3,0,7,3,0,0,0,1,0,0,0,1,0.1,3322,0,0,0,0,180,25,0,0,47,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10
Erik,Pieters,DEF,STK,4700000,6,58,2.4,5.1063829787234E-07,1.23404255319149E-05,0,55801,2,40,0,0,0,0,0,12.3,384,-3,0,58,3,0.8,0,3.7,0,0,6,0,1,0.4,24612,0,0,0,0,2087,518,0,0,357,Man City,Everton,Arsenal,Tottenham,West Ham,1.9,2.1,1.7,2.3,2,2.4,1.8,3.4,1.6,61.5
Paul,Pogba,MID,MUN,7900000,5,100,5.3,6.70886075949367E-07,1.26582278481013E-05,0,2728870,2,16,0,0,0,3,0,12.7,20002,-1,0,100,1,0.4,0,3,9,0,8,0,12,11.8,2133251,0,0,0,3,1554,3920,0,1,386,Liverpool,Swansea,Man City,West Brom,Bournemouth,5.8,0,7.2,3.4,7.7,5.4,7.4,4.3,6.7,156.6
Nick,Pope,GLK,BUR,4900000,3,122,4.7,9.59183673469388E-07,2.48979591836735E-05,0,257545,2,22,0,85,0,0,0,24.9,9097,4,0,122,-4,0.6,0,3,16,0,9,0,0,10,784874,0,0,1,3,2304,9729,0,0,536,West Ham,West Brom,Watford,Leicester,Stoke,5.6,0,4.8,5.6,5.7,5.6,6.7,5,5.4,66.3
Alex,Pritchard,MID,HUD,5400000,1,21,0.724137931034483,1.34099616858238E-07,3.88888888888889E-06,0,2772,0,4,0,0,0,1,0,3.9,1027,-1,0,21,1,1.2,0,6.3,3,0,0,0,2,0.1,10180,0,0,0,1,295,967,0,0,71,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,25.6
Sebastian,Prodl,DEF,WAT,4300000,6,37,1.27586206896552,2.96712109061748E-07,8.6046511627907E-06,0,31125,4,17,0,0,0,0,0,8.6,366,-2,0,37,2,0.9,0,4,0,0,5,0,0,0.3,17881,0,0,0,0,1143,1015,0,0,210,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.6,0.6,0.7,0.9,0.6,1.4,0.6,0.7,0.6,28.4
Davy,Propper,MID,BHA,5300000,2,74,2.6,4.90566037735849E-07,1.39622641509434E-05,0,14428,2,38,0,0,0,0,0,14,109,-2,0,74,2,0.4,0,2,1,0,8,0,3,0.1,10222,0,0,0,0,2595,171,0,0,382,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,1.9,0,2.5,3,1.6,2.1,1.6,2.1,1.3,91.4
Marc,Pugh,MID,BOU,4700000,0,26,0.896551724137931,1.90755685986794E-07,5.53191489361702E-06,0,6691,2,15,0,0,0,0,0,5.5,61,-3,0,26,3,0,0,0,0,0,4,0,0,0.1,2885,0,0,0,0,794,5,0,0,80,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,44
Jason,Puncheon,MID,CRY,4400000,0,11,0.379310344827586,8.62068965517241E-08,2.5E-06,0,65958,5,14,0,0,0,0,0,2.5,74,-6,0,11,6,0,0,0,0,0,0,0,0,0.3,12861,0,0,0,0,574,1,0,0,38,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0.2,0.2,0.2,0.2,25.1
Collin,Quaner,FWD,HUD,4600000,1,38,1.31034482758621,2.84857571214393E-07,8.26086956521739E-06,0,504782,2,19,0,0,0,0,0,8.3,5738,1,0,38,-1,0.5,0,2.3,0,0,2,0,4,5,552558,0,0,0,0,1000,5281,0,0,148,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.9,1,0.7,0.7,1,0.7,1.1,0.7,1,62.6
Domingos,Quina,MID,WHU,4400000,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,1853,0,0,0,0,0,90,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0
Erdal,Rakip,MID,CRY,5000000,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,9,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,8462,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.1,16470,0,0,0,0,0,6,0,0,0,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsey,MID,ARS,6900000,0,106,5.6,8.11594202898551E-07,1.53623188405797E-05,0,954692,0,21,0,0,0,6,0,15.4,14601,-1,0,106,1,0.1,0,0.7,10,0,7,0,8,3.9,1041963,0,0,0,2,1466,11162,0,0,399,Watford,Stoke,Southampton,Newcastle,West Ham,7.4,0,7.6,7.2,5.6,8.2,3.5,7.5,5.2,148.7
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,3,0.103448275862069,2.6525198938992E-08,7.69230769230769E-07,0,739186,0,1,0,0,0,0,0,0.8,4616,-1,0,3,1,0,0,0,0,0,0,0,0,8.2,287268,0,0,0,0,64,599,0,0,12,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Marcus,Rashford,FWD,MUN,7300000,1,75,2.9,3.97260273972603E-07,1.02739726027397E-05,0,1097924,2,13,0,0,0,4,0,10.3,3797,-2,1,75,2,0,0,0.3,6,0,8,0,5,5.2,1010416,0,0,0,0,1366,1519,-1,0,274,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.8,0,3.2,2,3.6,2.4,3.3,2.1,3.3,136.2
Nathan,Redmond,MID,SOU,5900000,3,53,2.2,3.72881355932203E-07,8.98305084745763E-06,0,374132,3,23,0,0,0,0,0,9,337,-6,0,53,6,0.3,0,1.7,2,0,5,0,3,1.9,83996,0,0,0,0,1551,187,0,0,241,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.7,0,1.5,1.2,1.5,1.5,1.8,1.7,1.1,124.2
Winston,Reid,DEF,WHU,4800000,1,42,2.5,5.20833333333333E-07,8.75E-06,0,75834,5,27,0,0,0,0,0,8.8,331,-2,0,42,2,0.1,0,0.3,3,0,5,0,0,0.6,22006,0,0,0,0,1452,6,0,0,264,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,1.7,2.2,1.5,2.3,43.6
Declan,Rice,DEF,WHU,4400000,0,17,0.586206896551724,1.33228840125392E-07,3.86363636363636E-06,0,3220,1,18,0,0,0,0,0,3.9,73,-1,0,17,1,0.2,0,0.7,0,0,0,0,0,0.1,4323,0,0,0,0,701,76,0,0,129,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17.2
,Richarlison,MID,WAT,6100000,1,112,3.9,6.39344262295082E-07,1.83606557377049E-05,0,1669511,4,43,0,0,0,5,0,18.4,26070,1,0,112,-1,0.2,0,1.3,4,0,8,0,8,8.6,2041765,0,0,0,2,2392,2767,0,0,270,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,2.9,2.6,4.5,4.2,3.5,4.2,2.7,4.5,2.3,185.5
Jairo,Riedewald,DEF,CRY,4600000,1,21,0.724137931034483,1.57421289355322E-07,4.56521739130435E-06,0,16528,0,6,0,0,0,0,0,4.6,30,-4,0,21,4,0.2,0,1,0,0,2,0,0,0.1,1489,0,0,0,0,410,18,0,0,93,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.6
Matt,Ritchie,MID,NEW,5400000,0,87,3.3,6.11111111111111E-07,1.61111111111111E-05,0,492918,4,30,0,0,0,1,0,16.1,2193,-6,0,87,6,0.7,0,4,9,0,6,0,7,1.8,402589,0,0,0,1,2105,2504,0,0,388,Southampton,Huddersfield,Leicester,Arsenal,Everton,3.1,0,4,2.6,3.7,3.1,3.9,2.5,3,147.1
Connor,Roberts,DEF,SWA,4000000,0,1,0.0344827586206897,8.62068965517241E-09,2.5E-07,0,4791,0,1,0,0,0,0,0,0.3,336,0,0,1,0,0,0,0,0,0,0,0,0,0.1,12185,0,0,0,0,25,242,0,0,3,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0.2
Andrew,Robertson,DEF,LIV,4900000,6,65,2.24137931034483,4.57424349049965E-07,1.3265306122449E-05,0,200734,2,14,0,0,0,0,0,13.3,10378,-1,0,65,1,1.2,0,6,4,0,7,0,2,6.4,476385,0,0,0,1,1424,24293,0,0,324,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,1.3,2.3,2.5,1.1,1.8,1.5,2.4,1.6,2.5,69.8
Paul,Robinson,GLK,BUR,4500000,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4200000,0,0,0,0,0,0,9017,0,0,0,0,0,0,0,0,53,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,1630,0,0,0,0,0,63,0,0,0,Brighton,Stoke,Man City,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,4900000,0,27,0.931034482758621,1.90007037297678E-07,5.51020408163265E-06,0,72096,2,11,0,0,0,2,0,5.5,298,-1,0,27,1,0,0,0,1,0,4,0,0,0.4,49107,0,0,0,0,784,226,0,1,69,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.4
Joe,Rodon,DEF,SWA,4000000,0,0,0,0,0,0,3846,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5458,0,0,0,0,0,3,0,0,0,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0
Jay,Rodriguez,FWD,WBA,5400000,2,74,2.6,4.81481481481482E-07,1.37037037037037E-05,0,263749,2,32,0,0,0,4,0,13.7,6691,-6,0,74,6,0.4,0,2,5,0,7,0,1,1.7,219101,0,0,0,0,2143,1650,0,0,200,Leicester,Bournemouth,Burnley,Swansea,Man Utd,3,2.1,2.6,2.7,1.4,2.3,2,2.4,1.9,125.9
Marcos,Rojo,DEF,MUN,5400000,0,16,0.551724137931034,1.02171136653895E-07,2.96296296296296E-06,0,24092,5,7,0,0,0,0,0,3,437,-1,0,16,1,0,0,0,4,0,2,0,0,0.1,24646,0,0,0,0,474,8,0,0,88,Liverpool,Swansea,Man City,West Brom,Bournemouth,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.5
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,6804,0,0,0,0,0,0,0,0,46,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,1578,0,0,0,0,0,18,0,0,0,Liverpool,Swansea,Man City,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6000000,2,62,2.3,3.83333333333333E-07,1.03333333333333E-05,0,145645,4,36,0,0,0,4,0,10.3,1415,-5,0,62,5,0.3,0,2,0,0,3,0,1,0.7,83675,0,0,0,0,1997,670,0,0,149,Leicester,Bournemouth,Burnley,Swansea,Man Utd,2.5,1.7,2.1,2.2,1.2,1.9,1.6,2,1.6,102.7
Wayne,Rooney,FWD,EVE,7200000,1,102,4.3,5.97222222222222E-07,1.41666666666667E-05,0,2226789,5,28,0,0,0,10,0,14.2,16772,-3,0,102,3,0.2,2,1.7,19,0,4,0,3,10.2,1826281,0,0,0,2,1739,4981,0,0,412,Brighton,Stoke,Man City,Liverpool,Swansea,6,4.5,5,4.9,3.8,5.7,4.1,5.6,3.8,130.2
Danny,Rose,DEF,TOT,6400000,0,14,0.482758620689655,7.54310344827586E-08,2.1875E-06,0,35981,1,7,0,0,0,0,0,2.2,339,-1,0,14,1,0,0,0,0,0,2,0,0,0.3,22155,0,0,0,0,448,159,0,0,91,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.6
Liam,Rosenior,DEF,BHA,3900000,0,3,0.103448275862069,2.6525198938992E-08,7.69230769230769E-07,0,237553,0,3,0,0,0,0,0,0.8,1907,-1,0,3,1,0,0,0,0,0,0,0,0,3.2,268387,0,0,0,0,163,2333,0,0,22,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5100000,0,14,0.482758620689655,9.4658553076403E-08,2.74509803921569E-06,0,5256,1,9,0,0,0,0,0,2.7,25,-4,0,14,4,0,0,0,0,0,1,0,0,0.1,1512,0,0,0,0,321,17,0,0,45,Huddersfield,Man Utd,West Brom,Everton,Man City,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.8
Antonio,Rudiger,DEF,CHE,5900000,1,96,4.6,7.79661016949152E-07,1.6271186440678E-05,0,253828,4,16,0,0,0,2,0,16.3,3874,-1,0,96,1,0.5,0,2.7,8,0,10,0,1,3.5,291858,0,0,0,2,1796,6190,0,0,452,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,6.6,0,5.9,6.9,5.5,6.4,4.5,6,4.4,64.2
Mathew,Ryan,GLK,BHA,4500000,4,108,3.7,8.22222222222222E-07,2.4E-05,0,97270,0,38,0,90,0,0,0,24,2442,0,0,108,0,1,0,4.7,8,0,8,0,0,2.5,205923,0,0,1,2,2610,5095,0,0,537,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,2.4,0,4.3,4.9,4.3,4.5,3.5,4.6,3.3,63.8
Abdelhamid,Sabiri,MID,HUD,4700000,0,10,0.344827586206897,7.33675715333823E-08,2.12765957446809E-06,0,1068,1,5,0,0,0,0,0,2.1,8,-3,1,10,3,0,0,0,0,0,1,0,1,0,1038,0,0,0,0,217,5,-1,0,30,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.4
Henri,Saivet,MID,NEW,4400000,0,8,8,1.81818181818182E-06,1.81818181818182E-06,0,3762,0,2,0,0,0,1,0,1.8,23,-1,0,8,1,0,0,0,1,0,0,0,0,0,3976,0,0,0,0,83,0,0,0,27,Southampton,Huddersfield,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,5.8
